selected_ev,distance_km,electricity_price_per_kwh,ice_eff_l_per_100km,petrol_price_per_l,ev_trip_cost,ice_trip_cost,savings_ice_minus_ev,ev_co2_kg,ice_co2_kg,co2_saved_kg,state_elec,state_petrol,notes
Volvo XC40 Recharge Twin,100.0,0.6,6.79,1.9,9.0,12.9,3.9,10.5,15.68,5.18,ACT,NT,
Tesla Model 3 Long Range H5LDB,400.0,0.07,11.47,1.83,4.2,83.96,79.76,42.0,105.98,63.98,ACT,NSW,
BMW 5 Series i5 eDrive40,200.0,0.6,8.11,189.74,18.0,3077.58,3059.58,21.0,37.47,16.47,NSW,NSW,
Cupra Born Born 77kWh 5 seat,250.0,0.31,11.4,2.06,11.62,58.71,47.09,26.25,65.84,39.59,WA,SA,
BYD DOLPHIN PERFORMANCE,500.0,0.336,50.0,1.83,25.2,457.5,432.3,52.5,577.5,525.0,NSW,NSW,ICE fetch failed; manual entry path simulated
BYD SEAL PERFORMANCE,400.0,0.382,9.0,0.01,22.92,0.36,-22.56,42.0,83.16,41.16,VIC,NT,ICE fetch failed; manual entry path simulated
Lexus UX 300e,150.0,0.276,11.0,2.0,6.21,33.0,26.79,15.75,38.12,22.37,TAS,QLD,
Volvo XC40 Recharge,250.0,0.07,999.0,189.74,2.63,473875.65,473873.03,26.25,5769.23,5742.98,WA,TAS,ICE fetch failed; manual entry path simulated
Rolls-Royce Spectre Coupe,400.0,0.07,9.4,189.74,4.2,7134.22,7130.02,42.0,86.86,44.86,NT,NSW,
Ford Mach-E GT 4P AWD,200.0,0.1,8.08,89.99,3.0,1454.24,1451.24,21.0,37.33,16.33,QLD,TAS,
Tesla Model 3 Long Range H5LDB,300.0,0.07,9.49,1.82,3.15,51.82,48.67,31.5,65.77,34.27,NSW,SA,
BYD SEAL PERFORMANCE,100.0,0.317,11.23,189.74,4.75,2130.78,2126.03,10.5,25.94,15.44,QLD,WA,
Volvo XC40 Recharge Twin,500.0,0.07,7.09,2.05,5.25,72.67,67.42,52.5,81.89,29.39,ACT,QLD,
"Cupra Born 77kWh 4 seat (19 Alloys)""",300.0,0.1,8.66,189.74,4.5,4929.45,4924.95,31.5,60.01,28.51,NSW,QLD,
GWM Ora Extended Range,400.0,0.6,7.5,189.74,36.0,5692.2,5656.2,42.0,69.3,27.3,SA,VIC,
Volvo XC40 Recharge,250.0,0.07,9.78,89.99,2.63,2200.26,2197.63,26.25,56.48,30.23,SA,NT,
Tesla Model 3 Long Range H5LDB,150.0,0.6,8.43,1.96,13.5,24.78,11.28,15.75,29.21,13.46,QLD,NSW,ICE fetch failed; manual entry path simulated
Lexus UX 300e,400.0,0.1,11.49,1.89,6.0,86.86,80.86,42.0,106.17,64.17,SA,NT,
Peugeot Partner  ePARTNER PRO LONG,100.0,0.427,8.0,189.74,6.41,1517.92,1511.52,10.5,18.48,7.98,SA,TAS,
Peugeot Partner  ePARTNER PRO LONG,400.0,0.1,10.54,0.01,6.0,0.42,-5.58,42.0,97.39,55.39,VIC,ACT,
Lexus RZ 450e,400.0,0.296,0.5,189.74,17.76,379.48,361.72,42.0,4.62,-37.38,SA,TAS,ICE fetch failed; manual entry path simulated
Peugeot Partner  ePARTNER PRO LONG,400.0,0.6,6.83,189.74,36.0,5183.7,5147.7,42.0,63.11,21.11,QLD,NSW,
BYD DOLPHIN PERFORMANCE,250.0,0.07,8.29,1.73,2.63,35.85,33.23,26.25,47.87,21.62,WA,TAS,
Audi Q8 Q8 e-tron quattro,200.0,0.321,7.17,0.01,9.63,0.14,-9.49,21.0,33.13,12.13,TAS,SA,ICE fetch failed; manual entry path simulated
Volvo C40 Recharge Twin,250.0,0.343,8.94,189.74,12.86,4240.69,4227.83,26.25,51.63,25.38,NSW,QLD,
Cupra Born Born 77kWh 5 seat,100.0,0.335,11.02,89.99,5.03,991.69,986.66,10.5,25.46,14.96,SA,ACT,
Ford Mach-E Premium LFP AWD,400.0,0.321,9.51,89.99,19.26,3423.22,3403.96,42.0,87.87,45.87,ACT,VIC,ICE fetch failed; manual entry path simulated
GWM Ora Extended Range,100.0,0.07,8.92,1.82,1.05,16.23,15.18,10.5,20.61,10.11,SA,NSW,
Lexus RZ 450e,300.0,0.244,9.43,189.74,10.98,5367.74,5356.76,31.5,65.35,33.85,QLD,QLD,
BYD SEAL PERFORMANCE,500.0,0.07,9.44,189.74,5.25,8955.73,8950.48,52.5,109.03,56.53,VIC,NSW,ICE fetch failed; manual entry path simulated
MG ZS EV 72kWh,250.0,0.353,6.73,1.91,13.24,32.14,18.9,26.25,38.87,12.62,VIC,NSW,
MG MG4 64kWh EV 4WD,250.0,0.1,9.46,189.74,3.75,4487.35,4483.6,26.25,54.63,28.38,WA,TAS,
Mercedes-Benz EQE Class EQE 350 4MATIC,250.0,0.07,8.97,89.99,2.63,2018.03,2015.4,26.25,51.8,25.55,TAS,SA,
"Cupra Born 77kWh 4 seat (20 Alloys)""",300.0,0.6,9.51,1.97,27.0,56.2,29.2,31.5,65.9,34.4,ACT,WA,
Kia EV6 GT,500.0,0.1,8.96,2.29,7.5,102.59,95.09,52.5,103.49,50.99,SA,WA,
Rolls-Royce Spectre Coupe,300.0,0.222,10.07,89.99,9.99,2718.6,2708.61,31.5,69.79,38.29,TAS,ACT,
MG ZS EV 72kWh,500.0,0.307,7.55,0.01,23.02,0.38,-22.65,52.5,87.2,34.7,QLD,NT,
Mercedes-Benz EQE 350 4MATIC,500.0,0.311,10.54,2.16,23.32,113.83,90.51,52.5,121.74,69.24,NT,NT,
Ford Mach-E Premium 4P AWD,250.0,0.6,9.83,189.74,22.5,4662.86,4640.36,26.25,56.77,30.52,TAS,NT,
GWM Ora Extended Range GT,100.0,0.1,0.5,89.99,1.5,44.99,43.49,10.5,1.16,-9.35,TAS,SA,ICE fetch failed; manual entry path simulated
BYD DOLPHIN PERFORMANCE,500.0,0.1,8.08,2.21,7.5,89.28,81.78,52.5,93.32,40.82,NT,NSW,
Rolls-Royce Spectre Black Badge Coupe,200.0,0.367,50.0,89.99,11.01,8999.0,8987.99,21.0,231.0,210.0,SA,NT,ICE fetch failed; manual entry path simulated
Rolls-Royce Spectre Coupe,200.0,0.385,6.14,1.66,11.55,20.38,8.83,21.0,28.37,7.37,TAS,QLD,
Ford Mach-E Select LFP RWD,400.0,0.34,50.0,189.74,20.4,37948.0,37927.6,42.0,462.0,420.0,NSW,NT,ICE fetch failed; manual entry path simulated
Rolls-Royce Spectre Black Badge Coupe,400.0,0.6,9.95,2.18,36.0,86.76,50.76,42.0,91.94,49.94,SA,WA,ICE fetch failed; manual entry path simulated
MG ZS EV 72kWh,200.0,0.325,8.07,189.74,9.75,3062.4,3052.65,21.0,37.28,16.28,QLD,QLD,
BYD SEAL PERFORMANCE,150.0,0.1,10.19,1.94,2.25,29.65,27.4,15.75,35.31,19.56,WA,QLD,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,500.0,0.07,8.47,2.04,5.25,86.39,81.14,52.5,97.83,45.33,NSW,WA,
GWM Ora Extended Range GT,100.0,0.398,7.24,1.73,5.97,12.53,6.56,10.5,16.72,6.22,SA,QLD,
Audi Q8 Q8 e-tron quattro Sportback,100.0,0.258,9.56,89.99,3.87,860.3,856.43,10.5,22.08,11.58,TAS,QLD,
Mercedes-Benz EQS 500 4MATIC,500.0,0.367,7.27,2.09,27.52,75.97,48.45,52.5,83.97,31.47,ACT,TAS,
Mercedes-Benz EQE 300,250.0,0.1,2018.0,1.69,3.75,8526.05,8522.3,26.25,11653.95,11627.7,ACT,NSW,ICE fetch failed; manual entry path simulated
BMW 7 Series i7 M70 xDrive,150.0,0.07,8.94,1.99,1.58,26.69,25.11,15.75,30.98,15.23,NSW,SA,
Volvo C40 Recharge Twin,400.0,0.273,6.34,1.91,16.38,48.44,32.06,42.0,58.58,16.58,TAS,VIC,
Mercedes-Benz EQE SUV AMG EQE 53 4MATIC+ SUV,150.0,0.359,7.52,89.99,8.08,1015.09,1007.01,15.75,26.06,10.31,ACT,NSW,
BMW 5 Series i5 M60 xDrive,250.0,0.253,8.16,189.74,9.49,3870.7,3861.21,26.25,47.12,20.87,ACT,NSW,
Fiat 500e FWD 87 kW 42 kWh,150.0,0.6,8.25,2.08,13.5,25.74,12.24,15.75,28.59,12.84,VIC,WA,
BMW X1 iX1 xDrive30,300.0,0.382,2018.0,189.74,17.19,1148685.96,1148668.77,31.5,13984.74,13953.24,VIC,QLD,ICE fetch failed; manual entry path simulated
Peugeot 2008 e2008 GT,100.0,0.07,9.17,2.3,1.05,21.09,20.04,10.5,21.18,10.68,NSW,SA,
Fiat 500e FWD 87 kW 42 kWh,100.0,0.342,5.81,89.99,5.13,522.84,517.71,10.5,13.42,2.92,WA,VIC,ICE fetch failed; manual entry path simulated
GWM Ora Extended Range GT,200.0,0.325,10.55,0.01,9.75,0.21,-9.54,21.0,48.74,27.74,QLD,TAS,
Mercedes-Benz EQE SUV EQE 300 SUV ,150.0,0.6,9.17,2.16,13.5,29.71,16.21,15.75,31.77,16.02,SA,SA,
Volvo XC40 Recharge,250.0,0.6,10.43,1.79,22.5,46.67,24.17,26.25,60.23,33.98,ACT,TAS,
Tesla Model 3 Long Range H5LDB,400.0,0.323,8.53,1.78,19.38,60.73,41.35,42.0,78.82,36.82,VIC,NT,
BMW 5 Series i5 M60 xDrive,200.0,0.386,6.96,2.02,11.58,28.12,16.54,21.0,32.16,11.16,NSW,TAS,
Peugeot Partner  ePARTNER PRO LONG,150.0,0.303,9.46,189.74,6.82,2692.41,2685.59,15.75,32.78,17.03,VIC,VIC,
BYD SEAL Dynamic,400.0,0.334,8.72,1.99,20.04,69.41,49.37,42.0,80.57,38.57,NT,SA,
BYD SEAL PREMIUM,250.0,0.309,9.61,1.76,11.59,42.28,30.7,26.25,55.5,29.25,NSW,TAS,
Ford Mach-E GT 4P AWD,400.0,0.298,0.5,89.99,17.88,179.98,162.1,42.0,4.62,-37.38,WA,NT,ICE fetch failed; manual entry path simulated
BYD DOLPHIN PERFORMANCE,150.0,0.315,9.22,1.91,7.09,26.42,19.33,15.75,31.95,16.2,WA,ACT,
Fiat 500e FWD 87 kW 42 kWh,200.0,0.299,2018.0,1.88,8.97,7587.68,7578.71,21.0,9323.16,9302.16,NT,TAS,ICE fetch failed; manual entry path simulated
BYD DOLPHIN PERFORMANCE,250.0,0.314,8.45,89.99,11.78,1901.04,1889.26,26.25,48.8,22.55,NSW,NSW,
"Cupra Born 77kWh 4 seat (19 Alloys)""",250.0,0.6,9.62,189.74,22.5,4563.25,4540.75,26.25,55.56,29.31,NSW,QLD,
Peugeot Partner  ePARTNER PRO LONG,250.0,0.286,6.44,1.95,10.72,31.4,20.67,26.25,37.19,10.94,SA,SA,
MG MG4 64kWh EV RWD LUX ,300.0,0.6,9.21,189.74,27.0,5242.52,5215.52,31.5,63.83,32.33,WA,TAS,
Kia EV6 GT,400.0,0.337,0.5,0.01,20.22,0.02,-20.2,42.0,4.62,-37.38,ACT,NSW,ICE fetch failed; manual entry path simulated
Fiat 500e FWD 87 kW 42 kWh,250.0,0.251,6.85,89.99,9.41,1541.08,1531.67,26.25,39.56,13.31,WA,NT,
Peugeot 2008 e2008 GT,100.0,0.24,8.38,0.01,3.6,0.08,-3.52,10.5,19.36,8.86,ACT,WA,
Mercedes-Benz EQE SUV AMG EQE 53 4MATIC+ SUV,300.0,0.07,7.92,1.97,3.15,46.81,43.66,31.5,54.89,23.39,SA,TAS,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,250.0,0.307,11.34,1.88,11.51,53.3,41.79,26.25,65.49,39.24,ACT,WA,
Volvo C40 Recharge Twin,400.0,0.6,10.16,189.74,36.0,7711.03,7675.03,42.0,93.88,51.88,SA,WA,
MG ZS EV 72kWh,150.0,0.07,9.5,89.99,1.58,1282.36,1280.78,15.75,32.92,17.17,NSW,SA,
BYD SEAL Dynamic,100.0,0.6,8.39,89.99,9.0,755.02,746.02,10.5,19.38,8.88,TAS,QLD,
BMW 7 Series i7 M70 xDrive,150.0,0.335,9.6,2.08,7.54,29.95,22.41,15.75,33.26,17.51,QLD,TAS,
Rolls-Royce Spectre Black Badge Coupe,400.0,0.344,8.9,1.94,20.64,69.06,48.42,42.0,82.24,40.24,QLD,ACT,ICE fetch failed; manual entry path simulated
MG ZS EV 72kWh,400.0,0.389,10.72,1.79,23.34,76.76,53.42,42.0,99.05,57.05,TAS,ACT,
BYD DOLPHIN PERFORMANCE,100.0,0.24,8.57,89.99,3.6,771.21,767.61,10.5,19.8,9.3,SA,TAS,
BYD DOLPHIN PERFORMANCE,250.0,0.07,9.88,0.01,2.63,0.25,-2.38,26.25,57.06,30.81,SA,WA,
Cupra Born Born 77kWh 5 seat,300.0,0.259,8.18,189.74,11.66,4656.22,4644.56,31.5,56.69,25.19,QLD,NT,
BYD DOLPHIN Dynamic,250.0,0.1,2018.0,1.97,3.75,9938.65,9934.9,26.25,11653.95,11627.7,WA,VIC,ICE fetch failed; manual entry path simulated
Mercedes-Benz EQS SUV EQS 450 4MATIC SUV,150.0,0.385,6.57,89.99,8.66,886.85,878.19,15.75,22.77,7.02,NT,WA,
Cupra Born Born 77kWh 5 seat,200.0,0.33,9.37,2.16,9.9,40.48,30.58,21.0,43.29,22.29,NSW,WA,ICE fetch failed; manual entry path simulated
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,100.0,0.07,7.57,0.01,1.05,0.08,-0.97,10.5,17.49,6.99,NSW,TAS,
MG MG4 64kWh EV RWD ,150.0,0.1,7.99,1.95,2.25,23.37,21.12,15.75,27.69,11.94,TAS,NT,
Ford Mach-E Select LFP RWD,150.0,0.07,7.49,189.74,1.58,2131.73,2130.15,15.75,25.95,10.2,WA,NT,
Ford Mach-E Select LFP RWD,300.0,0.268,7.88,189.74,12.06,4485.45,4473.39,31.5,54.61,23.11,ACT,WA,
Volvo XC40 Recharge,200.0,0.1,10.87,189.74,3.0,4124.95,4121.95,21.0,50.22,29.22,SA,ACT,
Peugeot Partner  ePARTNER PRO LONG,150.0,0.1,6.68,89.99,2.25,901.7,899.45,15.75,23.15,7.4,TAS,ACT,
Peugeot Partner  ePARTNER PRO LONG,150.0,0.299,8.84,1.91,6.73,25.33,18.6,15.75,30.63,14.88,SA,SA,
Kia EV6 GT,100.0,0.322,9.93,0.01,4.83,0.1,-4.73,10.5,22.94,12.44,SA,VIC,ICE fetch failed; manual entry path simulated
"Cupra Born 77kWh 4 seat (19 Alloys)""",500.0,0.298,6.72,89.99,22.35,3023.66,3001.31,52.5,77.62,25.12,QLD,SA,ICE fetch failed; manual entry path simulated
Mercedes-Benz EQS 500 4MATIC,250.0,0.243,6.5,2.13,9.11,34.61,25.5,26.25,37.54,11.29,TAS,TAS,
"Cupra Born 77kWh 4 seat (20 Alloys)""",500.0,0.276,8.97,0.01,20.7,0.45,-20.25,52.5,103.6,51.1,NSW,QLD,
Volvo C40 Recharge,500.0,0.6,9.05,189.74,45.0,8585.74,8540.74,52.5,104.53,52.03,TAS,QLD,
Tesla Model 3 Long Range H5LDB,250.0,0.07,8.32,0.01,2.63,0.21,-2.42,26.25,48.05,21.8,ACT,QLD,
Tesla Model 3 RWD H6LRB,250.0,0.349,5.85,1.92,13.09,28.08,14.99,26.25,33.78,7.53,QLD,SA,
Fiat 500e FWD 87 kW 42 kWh,150.0,0.1,2018.0,1.78,2.25,5388.06,5385.81,15.75,6992.37,6976.62,TAS,QLD,ICE fetch failed; manual entry path simulated
BMW 5 Series i5 M60 xDrive,400.0,0.1,8.85,0.01,6.0,0.35,-5.65,42.0,81.77,39.77,TAS,WA,
MG ZS EV 72kWh,500.0,0.6,10.29,1.78,45.0,91.58,46.58,52.5,118.85,66.35,ACT,NT,
BMW 7 Series i7 M70 xDrive,200.0,0.312,6.39,189.74,9.36,2424.88,2415.52,21.0,29.52,8.52,QLD,SA,
Peugeot Partner  ePARTNER PRO LONG,100.0,0.07,7.87,189.74,1.05,1493.25,1492.2,10.5,18.18,7.68,QLD,WA,
Audi Q8 Q8 e-tron quattro,500.0,0.312,8.06,189.74,23.4,7646.52,7623.12,52.5,93.09,40.59,SA,NSW,
GWM Ora Standard Range,200.0,0.07,8.06,0.01,2.1,0.16,-1.94,21.0,37.24,16.24,QLD,TAS,
Cupra Born Born 77kWh 5 seat,150.0,0.331,8.05,0.01,7.45,0.12,-7.33,15.75,27.89,12.14,ACT,QLD,
Cupra Born Born 77kWh 5 seat,500.0,0.305,7.48,0.01,22.88,0.37,-22.5,52.5,86.39,33.89,TAS,NT,
Lexus RZ 450e,150.0,0.07,9.41,189.74,1.58,2678.18,2676.61,15.75,32.61,16.86,ACT,NT,
Tesla Model 3 Long Range H5LDB,100.0,0.416,6.55,2.02,6.24,13.23,6.99,10.5,15.13,4.63,SA,NT,
MG MG4 64kWh EV RWD LUX ,500.0,0.1,8.4,89.99,7.5,3779.58,3772.08,52.5,97.02,44.52,VIC,WA,
Peugeot Partner  ePARTNER PRO LONG,100.0,0.07,7.52,0.01,1.05,0.08,-0.97,10.5,17.37,6.87,WA,WA,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,250.0,0.292,6.09,189.74,10.95,2888.79,2877.84,26.25,35.17,8.92,ACT,NSW,
Mercedes-Benz EQE SUV EQE 300 SUV ,150.0,0.309,999.0,89.99,6.95,134850.01,134843.06,15.75,3461.53,3445.78,NT,QLD,ICE fetch failed; manual entry path simulated
Lexus RZ 450e,200.0,0.6,2018.0,189.74,18.0,765790.64,765772.64,21.0,9323.16,9302.16,SA,SA,ICE fetch failed; manual entry path simulated
Volvo XC40 Recharge,100.0,0.6,8.82,2.21,9.0,19.49,10.49,10.5,20.37,9.87,TAS,NT,
Tesla Model 3 RWD H6LRB,250.0,0.381,8.52,1.98,14.29,42.17,27.89,26.25,49.2,22.95,WA,QLD,ICE fetch failed; manual entry path simulated
GWM Ora Extended Range,400.0,0.31,9.74,89.99,18.6,3506.01,3487.41,42.0,90.0,48.0,QLD,SA,ICE fetch failed; manual entry path simulated
BYD DOLPHIN Dynamic,100.0,0.372,8.31,2.24,5.58,18.61,13.03,10.5,19.2,8.7,SA,ACT,
Tesla Model 3 Long Range H5LDB,500.0,0.326,10.11,1.98,24.45,100.09,75.64,52.5,116.77,64.27,NSW,ACT,
Lexus RZ 450e,500.0,0.441,2018.0,189.74,33.08,1914476.6,1914443.53,52.5,23307.9,23255.4,QLD,SA,ICE fetch failed; manual entry path simulated
Lexus RZ 450e,300.0,0.339,2018.0,89.99,15.26,544799.46,544784.2,31.5,13984.74,13953.24,NSW,SA,ICE fetch failed; manual entry path simulated
BYD SEAL PERFORMANCE,100.0,0.326,8.21,2.08,4.89,17.08,12.19,10.5,18.97,8.47,TAS,ACT,
Peugeot 2008 e2008 GT,300.0,0.07,8.6,189.74,3.15,4895.29,4892.14,31.5,59.6,28.1,QLD,QLD,
BYD SEAL PREMIUM,200.0,0.36,8.43,0.01,10.8,0.17,-10.63,21.0,38.95,17.95,NT,TAS,
GWM Ora Standard Range,400.0,0.374,6.95,1.78,22.44,49.48,27.04,42.0,64.22,22.22,NSW,SA,
GWM Ora Standard Range,150.0,0.6,10.16,0.01,13.5,0.15,-13.35,15.75,35.2,19.45,WA,TAS,
MG ZS EV 72kWh,200.0,0.07,8.68,2.16,2.1,37.5,35.4,21.0,40.1,19.1,WA,VIC,ICE fetch failed; manual entry path simulated
Rolls-Royce Spectre Black Badge Coupe,250.0,0.1,10.63,189.74,3.75,5042.34,5038.59,26.25,61.39,35.14,SA,QLD,
Volvo XC40 Recharge,100.0,0.282,9.34,1.99,4.23,18.59,14.36,10.5,21.58,11.08,VIC,VIC,
Mercedes-Benz EQE Class EQE 350 4MATIC,200.0,0.357,10.16,1.93,10.71,39.22,28.51,21.0,46.94,25.94,QLD,TAS,
Ford Mach-E Premium 4P AWD,150.0,0.34,9.19,2.02,7.65,27.85,20.2,15.75,31.84,16.09,NSW,TAS,
BYD SEAL PERFORMANCE,500.0,0.6,7.2,2.16,45.0,77.76,32.76,52.5,83.16,30.66,VIC,TAS,
BYD SEAL PREMIUM,100.0,0.381,0.5,0.01,5.71,0.01,-5.71,10.5,1.16,-9.35,VIC,NSW,ICE fetch failed; manual entry path simulated
Audi Q8 Q8 e-tron quattro Sportback,300.0,0.315,6.99,0.01,14.18,0.21,-13.97,31.5,48.44,16.94,ACT,TAS,
GWM Ora Extended Range,400.0,0.413,50.0,0.01,24.78,2.0,-22.78,42.0,462.0,420.0,NT,TAS,ICE fetch failed; manual entry path simulated
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,400.0,0.322,8.19,2.03,19.32,66.5,47.18,42.0,75.68,33.68,TAS,ACT,
BMW 5 Series i5 M60 xDrive,500.0,0.1,9.44,1.75,7.5,82.6,75.1,52.5,109.03,56.53,ACT,ACT,
Peugeot 2008 e2008 GT,400.0,0.1,8.9,0.01,6.0,0.36,-5.64,42.0,82.24,40.24,QLD,SA,
"Cupra Born 77kWh 4 seat (20 Alloys)""",400.0,0.403,9.39,1.79,24.18,67.23,43.05,42.0,86.76,44.76,TAS,NT,ICE fetch failed; manual entry path simulated
BMW X1 iX1 xDrive30,300.0,0.1,8.0,189.74,4.5,4553.76,4549.26,31.5,55.44,23.94,ACT,SA,
MG ZS EV 72kWh,200.0,0.6,10.17,2.14,18.0,43.53,25.53,21.0,46.99,25.99,WA,NSW,
Ford Mach-E GT 4P AWD,500.0,0.292,6.54,2.01,21.9,65.73,43.83,52.5,75.54,23.04,SA,NT,
Volvo C40 Recharge,100.0,0.1,9.75,2.0,1.5,19.5,18.0,10.5,22.52,12.02,NT,ACT,
"Cupra Born 77kWh 4 seat (20 Alloys)""",400.0,0.6,7.32,2.15,36.0,62.95,26.95,42.0,67.64,25.64,TAS,SA,
Audi Q8 Q8 e-tron quattro,150.0,0.1,9.31,2.37,2.25,33.1,30.85,15.75,32.26,16.51,SA,NT,
MG ZS EV 72kWh,150.0,0.07,7.95,1.96,1.58,23.37,21.8,15.75,27.55,11.8,QLD,TAS,
Peugeot Partner  ePARTNER PRO LONG,100.0,0.301,9.11,1.81,4.51,16.49,11.97,10.5,21.04,10.54,WA,NT,
Tesla Model 3 Long Range H5LDB,500.0,0.353,7.73,2.05,26.47,79.23,52.76,52.5,89.28,36.78,TAS,NT,ICE fetch failed; manual entry path simulated
Lexus UX 300e,400.0,0.282,9.77,1.87,16.92,73.08,56.16,42.0,90.27,48.27,NT,QLD,
Peugeot Partner  ePARTNER PRO LONG,400.0,0.394,8.97,0.01,23.64,0.36,-23.28,42.0,82.88,40.88,NT,ACT,
Rolls-Royce Spectre Black Badge Coupe,400.0,0.37,50.0,1.96,22.2,392.0,369.8,42.0,462.0,420.0,NSW,ACT,ICE fetch failed; manual entry path simulated
"Cupra Born 77kWh 4 seat (19 Alloys)""",100.0,0.1,10.64,1.87,1.5,19.9,18.4,10.5,24.58,14.08,QLD,VIC,
MG MG4 64kWh EV 4WD,500.0,0.1,8.34,0.01,7.5,0.42,-7.08,52.5,96.33,43.83,TAS,QLD,
BMW X1 iX1 xDrive30,200.0,0.6,999.0,1.97,18.0,3936.06,3918.06,21.0,4615.38,4594.38,WA,WA,ICE fetch failed; manual entry path simulated
"Kia EV9 Earth AWD 20"",0""",200.0,0.1,7.71,189.74,3.0,2925.79,2922.79,21.0,35.62,14.62,NSW,WA,
BYD DOLPHIN Dynamic,500.0,0.241,8.87,189.74,18.07,8414.97,8396.89,52.5,102.45,49.95,TAS,NSW,ICE fetch failed; manual entry path simulated
Tesla Model 3 Long Range H5LDB,500.0,0.418,10.76,1.84,31.35,98.99,67.64,52.5,124.28,71.78,ACT,NSW,
Kia EV6 GT,200.0,0.379,7.77,89.99,11.37,1398.44,1387.07,21.0,35.9,14.9,VIC,VIC,
"Cupra Born 77kWh 4 seat (20 Alloys)""",300.0,0.347,8.96,89.99,15.61,2418.93,2403.32,31.5,62.09,30.59,WA,NSW,
BYD DOLPHIN Dynamic,250.0,0.318,999.0,189.74,11.93,473875.65,473863.73,26.25,5769.23,5742.98,SA,SA,ICE fetch failed; manual entry path simulated
GWM Ora Extended Range GT,500.0,0.262,9.26,189.74,19.65,8784.96,8765.31,52.5,106.95,54.45,SA,SA,ICE fetch failed; manual entry path simulated
Peugeot 2008 e2008 GT,250.0,0.1,8.67,1.94,3.75,42.05,38.3,26.25,50.07,23.82,SA,QLD,
BYD DOLPHIN Dynamic,100.0,0.1,9.25,2.06,1.5,19.05,17.55,10.5,21.37,10.87,NSW,NSW,
Ford Mach-E GT 4P AWD,200.0,0.324,9.49,0.01,9.72,0.19,-9.53,21.0,43.84,22.84,ACT,VIC,
MG ZS EV 72kWh,200.0,0.6,8.23,2.18,18.0,35.88,17.88,21.0,38.02,17.02,NSW,VIC,
GWM Ora Extended Range,150.0,0.6,50.0,1.96,13.5,147.0,133.5,15.75,173.25,157.5,NSW,VIC,ICE fetch failed; manual entry path simulated
Lexus RZ 450e,200.0,0.07,7.05,1.93,2.1,27.21,25.11,21.0,32.57,11.57,SA,SA,
GWM Ora Extended Range GT,200.0,0.333,50.0,1.96,9.99,196.0,186.01,21.0,231.0,210.0,ACT,ACT,ICE fetch failed; manual entry path simulated
Audi Q8 Q8 e-tron quattro Sportback,200.0,0.6,8.48,189.74,18.0,3217.99,3199.99,21.0,39.18,18.18,SA,QLD,ICE fetch failed; manual entry path simulated
Tesla Model 3 Long Range H5LDB,150.0,0.07,7.44,189.74,1.58,2117.5,2115.92,15.75,25.78,10.03,WA,QLD,ICE fetch failed; manual entry path simulated
Mercedes-Benz EQE Class EQE 350 4MATIC,150.0,0.366,8.19,189.74,8.23,2330.96,2322.72,15.75,28.38,12.63,QLD,NSW,
Mercedes-Benz EQE Class EQE 350 4MATIC,100.0,0.07,10.05,89.99,1.05,904.4,903.35,10.5,23.22,12.72,ACT,WA,ICE fetch failed; manual entry path simulated
Cupra Born Born 77kWh 5 seat,150.0,0.1,7.01,0.01,2.25,0.11,-2.14,15.75,24.29,8.54,NSW,VIC,
MG ZS EV 72kWh,150.0,0.417,7.57,0.01,9.38,0.11,-9.27,15.75,26.23,10.48,NT,VIC,
Lexus RZ 450e,150.0,0.321,6.57,1.75,7.22,17.25,10.02,15.75,22.77,7.02,SA,TAS,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,250.0,0.07,7.65,189.74,2.63,3628.78,3626.15,26.25,44.18,17.93,NSW,TAS,
BMW 5 Series i5 M60 xDrive,500.0,0.367,10.27,0.01,27.52,0.51,-27.01,52.5,118.62,66.12,NT,NSW,
Mercedes-Benz EQS 500 4MATIC,100.0,0.287,8.94,2.25,4.3,20.11,15.81,10.5,20.65,10.15,NT,ACT,
Rolls-Royce Spectre Black Badge Coupe,300.0,0.309,50.0,0.01,13.9,1.5,-12.4,31.5,346.5,315.0,WA,TAS,ICE fetch failed; manual entry path simulated
MG MG4 64kWh EV RWD ,500.0,0.1,10.31,1.96,7.5,101.04,93.54,52.5,119.08,66.58,TAS,NSW,
Tesla Model 3 RWD H6LRB,400.0,0.372,9.44,2.28,22.32,86.09,63.77,42.0,87.23,45.23,ACT,TAS,
Peugeot 2008 e2008 GT,250.0,0.388,50.0,189.74,14.55,23717.5,23702.95,26.25,288.75,262.5,NT,ACT,ICE fetch failed; manual entry path simulated
BMW 5 Series i5 eDrive40,250.0,0.255,10.0,2.3,9.56,57.5,47.94,26.25,57.75,31.5,TAS,NT,
Cupra Born Born 77kWh 5 seat,400.0,0.6,7.08,0.01,36.0,0.28,-35.72,42.0,65.42,23.42,ACT,ACT,
Fiat 500e FWD 87 kW 42 kWh,300.0,0.294,7.83,1.97,13.23,46.28,33.05,31.5,54.26,22.76,NSW,NT,
